Airline,Airline Delay,Air System Delay,Air Time,Arrival Delay,Arrival Time,Cancellation Reason,Cancelled,DAY,Day Of Week,Departure Delay,Departure Time,Destination Airport,Distance,Diverted,Elapsed Time,Flight Number,Late Aircraft Delay,Month,Number of Records,Origin Airport,Scheduled Arrival,Scheduled Departure,Scheduled Time,Security Delay,Tail Number,Taxi In,Taxi Out,Weather Delay,Wheels Off,Wheels On,Year
AA,53,1,200,54,1444,,0,1/1/1900,7,53,0903,DFW,1616,0,221,1608,0,3/1/1900,1,PDX,1350,0810,220,0,N570AA,8,13,0,0916,1436,2015
AA,35,0,158,35,0625,,0,1/1/1900,7,58,0125,ORD,1514,0,180,1234,0,3/1/1900,1,LAS,0550,0027,203,0,N3FPAA,8,14,0,0139,0617,2015
AA,44,0,311,44,1027,,0,1/1/1900,7,48,0753,LAS,2174,0,334,1002,0,3/1/1900,1,MIA,0943,0705,338,0,N3CHAA,8,15,0,0808,1019,2015
AA,403,0,156,403,1808,,0,1/1/1900,7,422,1409,ORD,1440,0,179,1564,0,3/1/1900,1,PHX,1125,0707,198,0,N3BEAA,8,15,0,1424,1800,2015
AA,0,0,252,17,0907,,0,1/1/1900,7,26,0131,MIA,2342,0,276,115,17,3/1/1900,1,LAX,0850,0105,285,0,N3KBAA,8,16,0,0147,0859,2015
AA,178,0,232,178,1907,,0,1/1/1900,7,210,1150,DCA,2311,0,257,240,0,3/1/1900,1,LAX,1609,0820,289,0,N3BSAA,8,17,0,1207,1859,2015
AA,100,0,172,100,1222,,0,1/1/1900,7,100,1000,ORD,1197,0,202,1051,0,3/1/1900,1,MIA,1042,0820,202,0,N3DHAA,8,22,0,1022,1214,2015
AA,20,14,80,34,1001,,0,1/1/1900,7,20,0650,DFW,592,0,131,2220,0,3/1/1900,1,COS,0927,0630,117,0,N436AA,8,43,0,0733,0953,2015
AA,48,12,161,60,1225,,0,1/1/1900,7,48,0948,DFW,1067,0,217,1113,0,3/1/1900,1,PIT,1125,0900,205,0,N4XVAA,8,48,0,1036,1217,2015
AA,0,75,99,75,0942,,0,1/1/1900,7,2,0622,MIA,700,0,200,955,0,3/1/1900,1,RDU,0827,0620,127,0,N3JHAA,8,93,0,0755,0934,2015
AA,24,0,178,24,1354,,0,1/1/1900,7,29,0835,DFW,1464,0,199,1368,0,3/1/1900,1,SFO,1330,0806,204,0,N3DJAA,9,12,0,0847,1345,2015
AA,20,0,145,20,1218,,0,1/1/1900,7,31,0731,DFW,1235,0,167,2424,0,3/1/1900,1,LAX,1158,0700,178,0,N5DGAA,9,13,0,0744,1209,2015
AA,242,0,144,242,1527,,0,1/1/1900,7,259,1041,DFW,1171,0,166,1390,0,3/1/1900,1,SAN,1125,0622,183,0,N4XUAA,9,13,0,1054,1518,2015
AA,0,0,102,96,1031,,0,1/1/1900,7,109,0923,ORD,646,0,128,1539,0,3/1/1900,1,RDU,0855,0734,141,0,N3DTAA,9,17,96,0940,1022,2015
AA,0,25,399,25,1206,,0,1/1/1900,7,-3,0757,SFO,2586,0,429,15,0,3/1/1900,1,JFK,1141,0800,401,0,N783AA,9,21,0,0818,1157,2015
AA,13,15,206,28,1328,,0,1/1/1900,7,13,0813,STT,1623,0,255,1320,0,3/1/1900,1,JFK,1300,0800,240,0,N5EWAA,9,40,0,0853,1319,2015
AA,7,27,69,34,0854,,0,1/1/1900,7,7,0652,STL,550,0,122,323,0,3/1/1900,1,DFW,0820,0645,95,0,N4XFAA,9,44,0,0736,0845,2015
AA,0,56,53,56,1043,,0,1/1/1900,7,-5,0825,ORD,258,0,138,1352,0,3/1/1900,1,STL,0947,0830,77,0,N201AA,9,76,0,0941,1034,2015
AS,0,0,167,168,0836,,0,1/1/1900,7,196,0431,SEA,1533,0,185,130,168,3/1/1900,1,FAI,0548,0115,213,0,N403AS,10,8,0,0439,0826,2015
AS,0,24,149,24,1130,,0,1/1/1900,7,-7,0728,DEN,1024,0,182,676,0,3/1/1900,1,SEA,1106,0735,151,0,N611AS,12,21,0,0749,1118,2015
AS,0,13,97,54,1036,,0,1/1/1900,7,41,0841,SCC,627,0,115,55,0,3/1/1900,1,ANC,0942,0800,102,0,N799AS,4,14,41,0855,1032,2015
AS,0,17,225,17,0906,,0,1/1/1900,7,-3,0557,ANC,1448,0,249,81,0,3/1/1900,1,SEA,0849,0600,229,0,N583AS,4,20,0,0617,0902,2015
AS,0,29,91,29,0836,,0,1/1/1900,7,0,0630,OTZ,548,0,126,157,0,3/1/1900,1,ANC,0807,0630,97,0,N764AS,4,31,0,0701,0832,2015
AS,0,16,144,16,1025,,0,1/1/1900,7,-4,0756,SEA,1024,0,209,679,0,3/1/1900,1,DEN,1009,0800,189,0,N618AS,4,61,0,0857,1021,2015
AS,0,15,221,15,1058,,0,1/1/1900,7,0,0800,ANC,1448,0,238,83,0,3/1/1900,1,SEA,1043,0800,223,0,N553AS,5,12,0,0812,1053,2015
AS,0,0,162,57,1152,,0,1/1/1900,7,94,0759,SEA,1533,0,173,124,57,3/1/1900,1,FAI,1055,0625,210,0,N307AS,5,6,0,0805,1147,2015
AS,21,2,136,23,1107,,0,1/1/1900,7,21,0831,PSP,987,0,156,548,0,3/1/1900,1,SEA,1044,0810,154,0,N318AS,6,14,0,0845,1101,2015
AS,0,17,136,17,1150,,0,1/1/1900,7,-4,0856,SNA,978,0,174,502,0,3/1/1900,1,SEA,1133,0900,153,0,N536AS,7,31,0,0927,1143,2015
B6,10,7,142,17,0904,,0,1/1/1900,7,10,0610,LGA,1076,0,174,272,0,3/1/1900,1,FLL,0847,0600,167,0,N703JB,11,21,0,0631,0853,2015
B6,0,6,226,21,0927,,0,1/1/1900,7,15,0615,JFK,1598,0,252,1504,15,3/1/1900,1,SJU,0906,0600,246,0,N593JB,13,13,0,0628,0914,2015
B6,34,20,398,54,1305,,0,1/1/1900,7,34,0859,SFO,2704,0,426,133,0,3/1/1900,1,BOS,1211,0825,406,0,N806JB,13,15,0,0914,1252,2015
B6,61,14,79,84,1146,,0,1/1/1900,7,70,0955,DCA,399,0,111,389,9,3/1/1900,1,BOS,1022,0845,97,0,N621JB,15,17,0,1012,1131,2015
B6,3,25,259,28,1058,,0,1/1/1900,7,3,0703,HOU,1609,0,295,1031,0,3/1/1900,1,BOS,1030,0700,270,0,N267JB,2,34,0,0737,1056,2015
B6,20,37,409,57,1125,,0,1/1/1900,7,20,0720,SAN,2588,0,425,619,0,3/1/1900,1,BOS,1028,0700,388,0,N821JB,3,13,0,0733,1122,2015
B6,0,15,130,15,1126,,0,1/1/1900,7,0,0848,CLT,728,0,158,1245,0,3/1/1900,1,BOS,1111,0848,143,0,N284JB,3,25,0,0913,1123,2015
B6,0,40,88,40,0932,,0,1/1/1900,7,-5,0655,BOS,612,0,157,2784,0,3/1/1900,1,RDU,0852,0700,112,0,N316JB,3,66,0,0801,0929,2015
B6,0,16,355,16,1143,,0,1/1/1900,7,-1,0805,SFO,2583,0,398,577,0,3/1/1900,1,FLL,1127,0806,381,0,N613JB,30,13,0,0818,1113,2015
B6,60,0,184,60,1235,,0,1/1/1900,7,73,0913,RSW,1249,0,202,465,0,3/1/1900,1,BOS,1135,0800,215,0,N569JB,4,14,0,0927,1231,2015
B6,18,2,83,20,1009,,0,1/1/1900,7,18,0817,RIC,474,0,112,1081,0,3/1/1900,1,BOS,0949,0759,110,0,N292JB,4,25,0,0842,1005,2015
B6,0,18,169,18,1007,,0,1/1/1900,7,0,0645,RSW,1102,0,202,1251,0,3/1/1900,1,HPN,0949,0645,184,0,N355JB,5,28,0,0713,1002,2015
B6,0,65,88,65,1132,,0,1/1/1900,7,-10,0830,BOS,612,0,182,2184,0,3/1/1900,1,RDU,1027,0840,107,0,N236JB,5,89,0,0959,1127,2015
B6,15,14,108,29,1104,,0,1/1/1900,7,15,0845,DCA,759,0,139,2324,0,3/1/1900,1,MCO,1035,0830,125,0,N193JB,6,25,0,0910,1058,2015
B6,0,40,140,40,1048,,0,1/1/1900,7,-1,0727,FLL,994,0,201,2007,0,3/1/1900,1,PIT,1008,0728,160,0,N509JB,7,54,0,0821,1041,2015
B6,164,0,107,164,1114,,0,1/1/1900,7,170,0905,JFK,828,0,129,1678,0,3/1/1900,1,JAX,0830,0615,135,0,N554JB,8,14,0,0919,1106,2015
B6,21,40,299,61,1226,,0,1/1/1900,7,21,0902,DEN,1754,0,324,493,0,3/1/1900,1,BOS,1125,0841,284,0,N599JB,8,17,0,0919,1218,2015
B6,44,6,110,54,0948,,0,1/1/1900,7,48,0728,DTW,632,0,140,1137,4,3/1/1900,1,BOS,0854,0640,134,0,N281JB,8,22,0,0750,0940,2015
B6,6,10,75,16,0821,,0,1/1/1900,7,6,0621,BOS,632,0,120,1836,0,3/1/1900,1,DTW,0805,0615,110,0,N284JB,8,37,0,0658,0813,2015
B6,20,0,42,20,0852,,0,1/1/1900,7,39,0748,JFK,187,0,64,617,0,3/1/1900,1,BOS,0832,0709,83,0,N563JB,9,13,0,0801,0843,2015
B6,0,26,379,26,1148,,0,1/1/1900,7,-4,0755,LAX,2475,0,413,123,0,3/1/1900,1,JFK,1122,0759,383,0,N929JB,9,25,0,0820,1139,2015
B6,0,66,380,66,1053,,0,1/1/1900,7,-5,0630,LAX,2475,0,443,23,0,3/1/1900,1,JFK,0947,0635,372,0,N934JB,9,54,0,0724,1044,2015
DL,0,27,377,183,1445,,0,1/1/1900,7,156,1051,LAX,2475,0,414,472,0,3/1/1900,1,JFK,1142,0815,387,0,N624AG,10,27,156,1118,1435,2015
DL,0,3,89,23,1142,,0,1/1/1900,7,20,0835,ATL,731,0,127,1966,0,3/1/1900,1,DFW,1119,0815,124,0,N947DL,10,28,20,0903,1132,2015
DL,440,31,274,471,1726,,0,1/1/1900,7,440,1505,LAX,1814,0,321,877,0,3/1/1900,1,IND,0935,0745,290,0,N388DA,10,37,0,1542,1716,2015
DL,0,12,65,323,1406,,0,1/1/1900,7,311,1211,ATL,356,0,115,1482,0,3/1/1900,1,RDU,0843,0700,103,0,N665DN,10,40,311,1251,1356,2015
DL,0,135,70,135,1120,,0,1/1/1900,7,137,0820,ATL,563,0,120,2629,0,3/1/1900,1,SGF,0905,0603,122,0,N892AT,10,40,0,0900,1110,2015
DL,0,32,74,87,1117,,0,1/1/1900,7,55,0855,ATL,447,0,142,2419,0,3/1/1900,1,CMH,0950,0800,110,0,N984DL,10,58,55,0953,1107,2015
DL,0,39,61,39,0914,,0,1/1/1900,7,-3,0557,ATL,453,0,137,1481,0,3/1/1900,1,LIT,0835,0600,95,0,N909DE,10,66,0,0703,0904,2015
DL,0,88,304,88,1008,,0,1/1/1900,7,0,0615,LAX,1995,0,413,1327,0,3/1/1900,1,CMH,0840,0615,325,0,N375DA,10,99,0,0754,0958,2015
DL,37,0,94,37,1012,,0,1/1/1900,7,51,0916,ORD,606,0,116,2183,0,3/1/1900,1,ATL,0935,0825,130,0,N938AT,11,11,0,0927,1001,2015
DL,0,34,317,34,1541,,0,1/1/1900,7,0,0650,JFK,2475,0,351,1762,0,3/1/1900,1,LAX,1507,0650,317,0,N189DN,11,23,0,0713,1530,2015
DL,0,1,326,292,1607,,0,1/1/1900,7,291,1258,LAX,2239,0,369,1925,0,3/1/1900,1,RDU,1115,0807,368,0,N3761R,11,32,291,1330,1556,2015
DL,17,33,45,50,0928,,0,1/1/1900,7,17,0647,ATL,271,0,101,1234,0,3/1/1900,1,PNS,0838,0630,68,0,N946DN,11,45,0,0732,0917,2015
DL,0,17,94,17,1110,,0,1/1/1900,7,0,0835,ATL,594,0,155,1893,0,3/1/1900,1,DTW,1053,0835,138,0,N552NW,11,50,0,0925,1059,2015
DL,0,3,85,148,1024,,0,1/1/1900,7,145,0835,DTW,501,0,109,2022,0,3/1/1900,1,RDU,0756,0610,106,0,N905DE,12,12,145,0847,1012,2015
DL,15,36,316,61,1612,,0,1/1/1900,7,25,0725,JFK,2422,0,347,418,0,3/1/1900,1,SEA,1511,0700,311,0,N37700,12,19,10,0744,1600,2015
DL,0,32,66,32,1022,,0,1/1/1900,7,-1,0814,ATL,306,0,128,1193,0,3/1/1900,1,GSO,0950,0815,95,0,N964DL,12,50,0,0904,1010,2015
DL,69,0,173,69,1348,,0,1/1/1900,7,76,0831,ATL,1541,0,197,1345,0,3/1/1900,1,TUS,1239,0715,204,0,N919DN,13,11,0,0842,1335,2015
DL,0,16,124,16,1016,,0,1/1/1900,7,0,0645,ATL,874,0,151,774,0,3/1/1900,1,SAT,1000,0645,135,0,N539US,13,14,0,0659,1003,2015
DL,11,12,57,23,0910,,0,1/1/1900,7,11,0741,ATL,259,0,89,1836,0,3/1/1900,1,CHS,0847,0730,77,0,N309DE,13,19,0,0800,0857,2015
DL,0,23,46,23,0919,,0,1/1/1900,7,-3,0742,ATL,223,0,97,957,0,3/1/1900,1,TLH,0856,0745,71,0,N987AT,13,38,0,0820,0906,2015
DL,110,0,95,110,0947,,0,1/1/1900,7,110,0750,ATL,508,0,117,770,0,3/1/1900,1,PHF,0757,0600,117,0,N905DL,13,9,0,0759,0934,2015
DL,33,39,67,72,1012,,0,1/1/1900,7,33,0738,ATL,432,0,154,1575,0,3/1/1900,1,IND,0900,0705,115,0,N959DN,14,73,0,0851,0958,2015
DL,0,17,95,17,1022,,0,1/1/1900,7,3,0818,ATL,545,0,124,1184,0,3/1/1900,1,PBI,1005,0815,110,0,N6703D,15,14,0,0832,1007,2015
DL,19,0,341,19,1250,,0,1/1/1900,7,39,0939,SEA,2422,0,371,494,0,3/1/1900,1,JFK,1231,0900,391,0,N389DA,15,15,0,0954,1235,2015
DL,0,18,66,18,0915,,0,1/1/1900,7,-6,0724,ATL,317,0,111,1588,0,3/1/1900,1,MYR,0857,0730,87,0,N963AT,16,29,0,0753,0859,2015
DL,10,0,153,15,1244,,0,1/1/1900,7,59,0754,MSP,1535,0,170,1212,5,3/1/1900,1,LAX,1229,0655,214,0,N595NW,3,14,0,0808,1241,2015
DL,0,19,323,19,1129,,0,1/1/1900,7,-3,0837,SFO,2079,0,352,745,0,3/1/1900,1,DTW,1110,0840,330,0,N815DN,3,26,0,0903,1126,2015
DL,0,17,177,17,0932,,0,1/1/1900,7,-2,0701,MSP,1050,0,211,797,0,3/1/1900,1,BDL,0915,0703,192,0,N908DE,3,31,0,0732,0929,2015
DL,0,17,278,17,1034,,0,1/1/1900,7,0,0810,LAX,1947,0,324,110,0,3/1/1900,1,ATL,1017,0810,307,0,N820DN,30,16,0,0826,1004,2015
DL,6,34,170,40,1431,,0,1/1/1900,7,6,0806,LGA,1620,0,265,928,0,3/1/1900,1,DEN,1351,0800,231,0,N347NW,33,62,0,0908,1358,2015
DL,0,7,182,19,1408,,0,1/1/1900,7,30,0845,MSY,1670,0,203,1954,12,3/1/1900,1,LAX,1349,0815,214,0,N3734B,4,17,0,0902,1404,2015
DL,169,0,119,169,1303,,0,1/1/1900,7,171,1141,ICT,782,0,142,2505,0,3/1/1900,1,ATL,1014,0850,144,0,N924AT,4,19,0,1200,1259,2015
DL,0,0,145,31,0824,,0,1/1/1900,7,31,0631,SLC,989,0,173,2568,0,3/1/1900,1,DFW,0753,0600,173,0,N361NW,4,24,31,0655,0820,2015
DL,14,3,87,17,0821,,0,1/1/1900,7,14,0618,DTW,489,0,123,1091,0,3/1/1900,1,ALB,0804,0604,120,0,N988AT,4,32,0,0650,0817,2015
DL,0,17,298,17,1012,,0,1/1/1900,7,-3,0717,LAX,2158,0,355,1558,0,3/1/1900,1,TPA,0955,0720,335,0,N371DA,44,13,0,0730,0928,2015
DL,76,0,217,76,1310,,0,1/1/1900,7,117,1012,AUS,1521,0,238,2062,0,3/1/1900,1,JFK,1154,0815,279,0,N302NB,5,16,0,1028,1305,2015
DL,0,16,255,16,0851,,0,1/1/1900,7,1,0703,LAS,1678,0,288,2414,0,3/1/1900,1,CVG,0835,0702,273,0,N352NW,5,28,0,0731,0846,2015
DL,0,6,35,19,0751,,0,1/1/1900,7,13,0638,ATL,164,0,73,1071,0,3/1/1900,1,AVL,0732,0625,67,0,N968AT,5,33,13,0711,0746,2015
DL,257,1,46,258,1159,,0,1/1/1900,7,257,1032,DTW,241,0,87,1356,0,3/1/1900,1,BUF,0741,0615,86,0,N332NW,5,36,0,1108,1154,2015
DL,0,30,186,30,1044,,0,1/1/1900,7,-4,0751,SLC,1156,0,233,1417,0,3/1/1900,1,STL,1014,0755,199,0,N347NB,5,42,0,0833,1039,2015
DL,0,45,270,45,1211,,0,1/1/1900,7,2,0847,PHX,1671,0,324,1921,0,3/1/1900,1,DTW,1126,0845,281,0,N618DL,5,49,0,0936,1206,2015
DL,0,25,143,25,1007,,0,1/1/1900,7,-1,0749,MSP,930,0,198,958,0,3/1/1900,1,CLT,0942,0750,172,0,N332NB,5,50,0,0839,1002,2015
DL,0,28,88,28,0933,,0,1/1/1900,7,-3,0657,ATL,526,0,156,2290,0,3/1/1900,1,PIT,0905,0700,125,0,N986DL,5,63,0,0800,0928,2015
DL,19,0,92,19,0920,,0,1/1/1900,7,29,0729,ATL,534,0,111,1367,0,3/1/1900,1,IAD,0901,0700,121,0,N316US,6,13,0,0742,0914,2015
DL,40,0,136,40,1251,,0,1/1/1900,7,59,0814,MSP,1175,0,157,2072,0,3/1/1900,1,GEG,1211,0715,176,0,N905DA,6,15,0,0829,1245,2015
DL,0,16,272,16,1113,,0,1/1/1900,7,5,0820,DEN,1620,0,293,729,0,3/1/1900,1,LGA,1057,0815,282,0,N357NW,6,15,0,0835,1107,2015
DL,0,23,142,23,1045,,0,1/1/1900,7,-3,0832,MSP,931,0,193,2063,0,3/1/1900,1,DCA,1022,0835,167,0,N941DN,6,45,0,0917,1039,2015
DL,0,24,46,24,0754,,0,1/1/1900,7,-3,0612,LAX,236,0,102,1552,0,3/1/1900,1,LAS,0730,0615,75,0,N3734B,6,50,0,0702,0748,2015
DL,0,38,232,38,1124,,0,1/1/1900,7,-1,0834,SLC,1481,0,290,2167,0,3/1/1900,1,DTW,1046,0835,251,0,N623DL,6,52,0,0926,1118,2015
DL,0,44,420,44,1258,,0,1/1/1900,7,-4,0826,LAX,2611,0,452,2531,0,3/1/1900,1,BOS,1214,0830,404,0,N3771K,7,25,0,0851,1251,2015
DL,0,17,59,17,0836,,0,1/1/1900,7,-2,0653,MCO,404,0,103,1818,0,3/1/1900,1,ATL,0819,0655,84,0,N678DL,7,37,0,0730,0829,2015
DL,0,30,279,30,1114,,0,1/1/1900,7,-4,0851,LAS,1749,0,323,2316,0,3/1/1900,1,DTW,1044,0855,289,0,N697DL,7,37,0,0928,1107,2015
DL,0,19,67,26,1013,,0,1/1/1900,7,7,0712,ATL,484,0,121,1080,0,3/1/1900,1,STL,0947,0705,102,0,N923DN,7,47,7,0759,1006,2015
DL,19,5,136,24,1327,,0,1/1/1900,7,19,0814,ATL,1199,0,193,1616,0,3/1/1900,1,DEN,1303,0755,188,0,N924DN,7,50,0,0904,1320,2015
DL,0,27,88,27,0928,,0,1/1/1900,7,4,0559,ATL,692,0,149,941,0,3/1/1900,1,MCI,0901,0555,126,0,N954DN,7,54,0,0653,0921,2015
DL,8,35,31,43,0847,,0,1/1/1900,7,8,0703,DTW,120,0,104,1907,0,3/1/1900,1,GRR,0804,0655,69,0,N910AT,7,66,0,0809,0840,2015
DL,36,39,68,75,1112,,0,1/1/1900,7,36,0846,ATL,432,0,146,1759,0,3/1/1900,1,IND,0957,0810,107,0,N805DN,7,71,0,0957,1105,2015
DL,0,49,73,49,0859,,0,1/1/1900,7,1,0616,ATL,432,0,163,1304,0,3/1/1900,1,DAY,0810,0615,115,0,N912DN,7,83,0,0739,0852,2015
DL,0,72,75,72,0855,,0,1/1/1900,7,-4,0556,ATL,447,0,179,2197,0,3/1/1900,1,CMH,0743,0600,103,0,N957DN,7,97,0,0733,0848,2015
DL,0,88,63,145,0955,,0,1/1/1900,7,57,0657,ATL,356,0,178,1456,0,3/1/1900,1,RDU,0730,0600,90,0,N555NW,8,107,57,0844,0947,2015
DL,32,94,66,126,0946,,0,1/1/1900,7,32,0632,ATL,432,0,194,960,0,3/1/1900,1,IND,0740,0600,100,0,N921DN,8,120,0,0832,0938,2015
DL,0,0,67,321,1516,,0,1/1/1900,7,332,1347,ATL,356,0,89,1137,0,3/1/1900,1,RDU,0955,0815,100,0,N978DL,8,14,321,1401,1508,2015
DL,286,0,63,286,1325,,0,1/1/1900,7,298,1158,ATL,331,0,87,1449,0,3/1/1900,1,FAY,0839,0700,99,0,N960AT,8,16,0,1214,1317,2015
DL,17,5,144,22,1014,,0,1/1/1900,7,17,0717,LGA,1076,0,177,1498,0,3/1/1900,1,FLL,0952,0700,172,0,N916DL,8,25,0,0742,1006,2015
DL,36,2,54,38,1019,,0,1/1/1900,7,36,0751,ATL,332,0,88,1278,0,3/1/1900,1,MEM,0941,0715,86,0,N916DE,8,26,0,0817,1011,2015
DL,42,19,167,61,1403,,0,1/1/1900,7,42,0832,ATL,1352,0,211,1658,0,3/1/1900,1,MTJ,1302,0750,192,0,N981DL,8,36,0,0908,1355,2015
DL,9,22,62,31,0904,,0,1/1/1900,7,9,0709,ATL,306,0,115,2294,0,3/1/1900,1,GSO,0833,0700,93,0,N333NB,8,45,0,0754,0856,2015
DL,6,19,82,25,0922,,0,1/1/1900,7,6,0606,ATL,674,0,136,1867,0,3/1/1900,1,TUL,0857,0600,117,0,N942DL,8,46,0,0652,0914,2015
DL,0,25,144,25,0930,,0,1/1/1900,7,-2,0558,ATL,853,0,212,2352,0,3/1/1900,1,ALB,0905,0600,185,0,N952DL,8,60,0,0658,0922,2015
DL,0,32,69,32,0916,,0,1/1/1900,7,-4,0556,ATL,484,0,140,1179,0,3/1/1900,1,STL,0844,0600,104,0,N965DL,8,63,0,0659,0908,2015
DL,28,46,73,74,1041,,0,1/1/1900,7,28,0758,ATL,432,0,163,1985,0,3/1/1900,1,DAY,0927,0730,117,0,N945DN,8,82,0,0920,1033,2015
DL,3,0,49,15,0942,,0,1/1/1900,7,44,0931,ORD,235,0,71,2088,12,3/1/1900,1,DTW,0927,0847,100,0,N910AT,9,13,0,0944,0933,2015
DL,7,112,89,119,1026,,0,1/1/1900,7,7,0622,ATL,528,0,244,2353,0,3/1/1900,1,CAK,0827,0615,132,0,N961DN,9,146,0,0848,1017,2015
DL,0,18,300,24,1508,,0,1/1/1900,7,6,0636,JFK,2454,0,332,2048,0,3/1/1900,1,PDX,1444,0630,314,0,N393DA,9,23,6,0659,1459,2015
DL,0,53,312,53,1153,,0,1/1/1900,7,1,0851,SAN,1956,0,362,833,0,3/1/1900,1,DTW,1100,0850,310,0,N358NW,9,41,0,0932,1144,2015
DL,0,19,93,26,0912,,0,1/1/1900,7,7,0647,ATL,554,0,145,2530,0,3/1/1900,1,CLE,0846,0640,126,0,N913DE,9,43,7,0730,0903,2015
DL,0,20,51,20,0844,,0,1/1/1900,7,-5,0655,ATL,226,0,109,1306,0,3/1/1900,1,CLT,0824,0700,84,0,N906DE,9,49,0,0744,0835,2015
DL,0,24,55,24,0926,,0,1/1/1900,7,-4,0726,ATL,321,0,120,2171,0,3/1/1900,1,SDF,0902,0730,92,0,N929DL,9,56,0,0822,0917,2015
DL,0,64,199,64,1108,,0,1/1/1900,7,0,0841,DEN,1123,0,267,1511,0,3/1/1900,1,DTW,1004,0841,203,0,N380DA,9,59,0,0940,1059,2015
DL,412,40,74,452,1616,,0,1/1/1900,7,412,1352,ATL,447,0,144,2583,0,3/1/1900,1,CMH,0844,0700,104,0,N3754A,9,61,0,1453,1607,2015
DL,0,31,83,31,1044,,0,1/1/1900,7,-2,0803,ATL,526,0,161,2126,0,3/1/1900,1,PIT,1013,0805,128,0,N963DN,9,69,0,0912,1035,2015
DL,81,55,73,136,1106,,0,1/1/1900,7,81,0721,ATL,589,0,165,1504,0,3/1/1900,1,XNA,0850,0600,110,0,N921AT,9,83,0,0844,1057,2015
EV,120,0,96,120,1109,,0,1/1/1900,7,120,1010,XNA,589,0,119,5358,0,3/1/1900,1,ATL,0909,0810,119,0,N858AS,10,13,0,1023,1059,2015
EV,0,179,53,179,1218,,0,1/1/1900,7,169,1044,DEN,303,0,94,6063,0,3/1/1900,1,SAF,0919,0755,84,0,N12172,10,31,0,1115,1208,2015
EV,0,99,38,99,1122,,0,1/1/1900,7,71,0952,PIT,182,0,90,5741,0,3/1/1900,1,IAD,0943,0841,62,0,N836AS,10,42,0,1034,1112,2015
EV,10,12,36,22,0632,,0,1/1/1900,7,10,0610,ORD,179,0,82,3941,0,3/1/1900,1,LAN,0610,0600,70,0,N14974,11,35,0,0645,0621,2015
EV,0,25,58,25,1030,,0,1/1/1900,7,-7,0823,DTW,332,0,127,5390,0,3/1/1900,1,ELM,1005,0830,95,0,N760EV,11,58,0,0921,1019,2015
EV,203,0,35,203,1152,,0,1/1/1900,7,203,0953,ATL,170,0,59,5275,0,3/1/1900,1,DHN,0829,0630,59,0,N925EV,12,12,0,1005,1140,2015
EV,14,9,45,23,0703,,0,1/1/1900,7,14,0554,IAH,192,0,69,3951,0,3/1/1900,1,SHV,0640,0540,60,0,N13994,12,12,0,0606,0651,2015
EV,0,15,82,15,0945,,0,1/1/1900,7,3,0757,IAH,427,0,108,4287,0,3/1/1900,1,MOB,0930,0754,96,0,N12126,12,14,0,0811,0933,2015
EV,0,27,167,27,1138,,0,1/1/1900,7,11,0820,IAH,984,0,198,4392,0,3/1/1900,1,MKE,1111,0809,182,0,N21537,12,19,0,0839,1126,2015
EV,83,18,80,101,1116,,0,1/1/1900,7,83,1011,STL,440,0,125,5193,0,3/1/1900,1,DTW,0935,0848,107,0,N678CA,12,33,0,1044,1104,2015
EV,0,40,75,40,0927,,0,1/1/1900,7,-5,0610,ATL,533,0,137,5422,0,3/1/1900,1,BMI,0847,0615,92,0,N695CA,12,50,0,0700,0915,2015
EV,0,27,48,33,0937,,0,1/1/1900,7,6,0846,ORD,240,0,111,3929,0,3/1/1900,1,DAY,0904,0840,84,0,N15980,12,51,6,0937,0925,2015
EV,104,18,182,122,1037,,0,1/1/1900,7,104,0754,IAH,1157,0,223,4339,0,3/1/1900,1,RIC,0835,0610,205,0,N11150,13,28,0,0822,1024,2015
EV,110,9,101,119,1131,,0,1/1/1900,7,110,0905,EWR,746,0,146,4583,0,3/1/1900,1,ATL,0932,0715,137,0,N13988,13,32,0,0937,1118,2015
EV,0,19,104,19,0818,,0,1/1/1900,7,-2,0641,ORD,607,0,157,5989,0,3/1/1900,1,SYR,0759,0643,136,0,N14904,13,40,0,0721,0805,2015
EV,0,16,49,16,0913,,0,1/1/1900,7,0,0850,ORD,223,0,83,6127,0,3/1/1900,1,FNT,0857,0850,67,0,N11536,14,20,0,0910,0859,2015
EV,0,172,78,172,1218,,0,1/1/1900,7,149,1008,IAH,517,0,130,4494,0,3/1/1900,1,AMA,0926,0739,107,0,N34111,14,38,0,1046,1204,2015
EV,0,23,46,23,0745,,0,1/1/1900,7,0,0600,IAD,288,0,105,4129,0,3/1/1900,1,CLE,0722,0600,82,0,N12135,14,45,0,0645,0731,2015
EV,0,52,32,52,0947,,0,1/1/1900,7,-3,0657,ATL,147,0,110,5315,0,3/1/1900,1,MGM,0855,0700,55,0,N868AS,14,64,0,0801,0933,2015
EV,6,15,61,21,0828,,0,1/1/1900,7,6,0706,IAH,192,0,82,4623,0,3/1/1900,1,SHV,0807,0700,67,0,N12528,14,7,0,0713,0814,2015
EV,0,19,78,19,0824,,0,1/1/1900,7,-4,0631,IAH,376,0,113,4588,0,3/1/1900,1,GPT,0805,0635,90,0,N16559,15,20,0,0651,0809,2015
EV,0,38,81,38,1018,,0,1/1/1900,7,-10,0650,ATL,579,0,148,5336,0,3/1/1900,1,FSM,0940,0700,100,0,N900EV,15,52,0,0742,1003,2015
